Posted On,BHK,Rent,Size,Offered Floor,Total Floors,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Rent per Sq M,Avg Rent in Locality
2022-06-10,1,10000,800,2,4,Carpet Area,"Paryavaran Complex, Sainik Farm",Delhi,Unfurnished,Bachelors,1,Contact Owner,12.5,13666.67
2022-06-04,2,32000,1100,3,4,Carpet Area,Rajouri Garden,Delhi,Unfurnished,Bachelors,2,Contact Agent,29.09,35666.67
2022-06-04,1,11500,400,3,4,Carpet Area,Lajpat Nagar 4,Delhi,Unfurnished,Bachelors/Family,1,Contact Agent,28.75,15187.5
2022-06-16,2,35000,900,1,4,Carpet Area,Lajpat Nagar 1,Delhi,Unfurnished,Bachelors/Family,2,Contact Agent,38.89,30000.0
2022-06-18,3,12000,950,4,5,Carpet Area,"Kotla, Mayur Vihar",Delhi,Semi-Furnished,Bachelors,2,Contact Owner,12.63,12000.0
2022-06-16,4,140000,2800,1,4,Carpet Area,New Friends Colony,Delhi,Semi-Furnished,Bachelors/Family,4,Contact Agent,50.0,115000.0
2022-06-04,1,20000,400,4,4,Carpet Area,Lajpat Nagar 4,Delhi,Furnished,Bachelors/Family,1,Contact Agent,50.0,15187.5
2022-06-04,1,15000,400,4,4,Carpet Area,Lajpat Nagar 4,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent,37.5,15187.5
2022-06-04,1,11000,400,3,4,Carpet Area,Lajpat Nagar 4,Delhi,Unfurnished,Bachelors/Family,1,Contact Agent,27.5,15187.5
2022-06-11,3,10000,100,2,4,Carpet Area,Krishna Nagar,Delhi,Furnished,Bachelors/Family,2,Contact Owner,100.0,10000.0
2022-06-30,1,10000,450,2,3,Carpet Area,Radhey Shyam Park,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,22.22,10000.0
2022-06-18,2,14500,850,3,4,Carpet Area,"Rajpur Khurd Extension, Rajpur",Delhi,Unfurnished,Bachelors/Family,2,Contact Agent,17.06,14500.0
2022-06-04,1,24000,600,4,5,Carpet Area,Rajouri Garden,Delhi,Furnished,Bachelors,1,Contact Agent,40.0,35666.67
2022-06-11,2,24000,84,2,4,Carpet Area,Paschim Vihar,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,285.71,23450.0
2022-06-11,3,70000,1500,2,3,Carpet Area,Vasant Kunj,Delhi,Semi-Furnished,Bachelors,3,Contact Agent,46.67,52090.91
2022-06-14,2,150000,1200,3,3,Carpet Area,Greater Kailash 1,Delhi,Furnished,Bachelors,2,Contact Owner,125.0,147500.0
2022-06-18,3,21000,2200,1,2,Carpet Area,Vivek Vihar,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent,9.55,21000.0
2022-06-18,3,31000,900,4,4,Carpet Area,Surajmal Vihar,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent,34.44,31500.0
2022-06-18,3,32000,1800,4,4,Carpet Area,"Gagan Vihar, Krishna Nagar",Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,17.78,32000.0
2022-06-18,3,30000,160,3,4,Carpet Area,Surajmal Vihar,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,187.5,31500.0
2022-06-08,3,8000,1500,1,2,Carpet Area,Cherlopalli TIRUPATI,Delhi,Unfurnished,Bachelors/Family,3,Contact Owner,5.33,8000.0
2022-06-09,2,25000,900,1,3,Carpet Area,"Nirman Vihar, Preet Vihar",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,27.78,30000.0
2022-06-22,2,13000,1000,2,2,Carpet Area,Bhajanpura,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,13.0,9000.0
2022-06-18,2,23000,950,3,4,Carpet Area,Ber Sarai,Delhi,Unfurnished,Bachelors/Family,2,Contact Agent,24.21,23000.0
2022-06-29,1,7000,400,3,4,Carpet Area,Mandawali,Delhi,Unfurnished,Bachelors,1,Contact Owner,17.5,7250.0
2022-06-18,3,27000,1800,3,4,Carpet Area,"Jagriti Enclave, Anand Vihar",Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,15.0,26000.0
2022-06-18,3,29000,1800,3,4,Carpet Area,"Saini Enclave, Anand Vihar",Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,16.11,29500.0
2022-06-18,3,29000,2000,2,4,Carpet Area,Vivek Vihar Phase 1,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,14.5,29000.0
2022-06-17,1,8500,600,2,4,Carpet Area,Chattarpur Extension,Delhi,Semi-Furnished,Bachelors,1,Contact Owner,14.17,12500.0
2022-06-18,2,25000,900,4,4,Carpet Area,"Jagriti Enclave, Anand Vihar",Delhi,Semi-Furnished,Bachelors,2,Contact Agent,27.78,26000.0
2022-06-18,4,35000,300,3,4,Carpet Area,"AGCR Enclave, Anand Vihar",Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,116.67,36000.0
2022-06-18,3,30000,1800,3,4,Carpet Area,"Saini Enclave, Anand Vihar",Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,16.67,29500.0
2022-06-16,1,10000,500,4,4,Carpet Area,Neb Sarai,Delhi,Unfurnished,Bachelors/Family,1,Contact Agent,20.0,9600.0
2022-06-02,2,7500,450,2,3,Carpet Area,Mahavir Enclave Part 1,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,16.67,10166.67
2022-06-24,2,18000,850,2,4,Carpet Area,Saket,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,21.18,32041.67
2022-06-08,2,15000,550,4,5,Carpet Area,Dori Walan,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,27.27,15000.0
2022-06-14,3,80000,2000,3,4,Carpet Area,Safdarjung Enclave,Delhi,Furnished,Bachelors,3,Contact Agent,40.0,93571.43
2022-06-27,3,30000,1500,2,4,Carpet Area,Sarita Vihar Pocket C,Delhi,Unfurnished,Bachelors,2,Contact Agent,20.0,30000.0
2022-06-22,2,30000,1150,3,4,Carpet Area,Sarita Vihar Pocket K,Delhi,Unfurnished,Bachelors,2,Contact Agent,26.09,30000.0
2022-06-04,2,13000,400,3,4,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,1,Contact Agent,32.5,11423.08
2022-06-08,3,38000,165,3,4,Carpet Area,"Dayanand Vihar, Anand Vihar",Delhi,Semi-Furnished,Bachelors,2,Contact Owner,230.3,38000.0
2022-06-20,3,30000,1800,2,4,Carpet Area,Malviya Nagar,Delhi,Semi-Furnished,Bachelors,3,Contact Agent,16.67,33500.0
2022-06-17,2,20200,84,3,4,Carpet Area,Paschim Vihar,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,240.48,23450.0
2022-06-15,2,19500,84,3,4,Carpet Area,Paschim Vihar Block A6,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,232.14,14400.0
2022-06-28,2,33000,2200,1,2,Carpet Area,Janakpuri,Delhi,Semi-Furnished,Family,2,Contact Owner,15.0,26625.0
2022-06-03,3,18000,900,1,4,Carpet Area,Mayur Vihar 3,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,20.0,18000.0
2022-06-30,1,8000,410,3,4,Carpet Area,Dwarka Sector 23B,Delhi,Unfurnished,Bachelors,1,Contact Owner,19.51,8000.0
2022-06-24,3,31500,1800,3,4,Carpet Area,Pitampura,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,17.5,27562.5
2022-06-22,2,30000,1400,1,4,Carpet Area,"Sarita Vihar, Mathura Road",Delhi,Semi-Furnished,Bachelors,2,Contact Agent,21.43,30000.0
2022-06-04,3,35000,1200,4,4,Carpet Area,Rajouri Garden,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,29.17,35666.67
2022-06-23,2,17000,750,2,4,Carpet Area,"Panchsheel Vihar, Sheikh Sarai",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent,22.67,22500.0
2022-06-20,1,15000,650,3,4,Carpet Area,Saket,Delhi,Furnished,Bachelors,1,Contact Agent,23.08,32041.67
2022-06-09,3,68000,1450,3,4,Carpet Area,Lajpat Nagar 3,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,46.9,69000.0
2022-06-28,3,75000,2500,2,3,Carpet Area,Sarvodaya Enclave,Delhi,Semi-Furnished,Bachelors,4,Contact Agent,30.0,78750.0
2022-06-29,2,14000,60,3,4,Carpet Area,Rohini Sector 21,Delhi,Semi-Furnished,Bachelors,2,Contact Owner,233.33,11500.0
2022-06-15,2,22999,756,3,4,Carpet Area,Paschim Vihar Block A3,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,30.42,28249.5
2022-06-02,2,40000,900,1,3,Carpet Area,Vasant Kunj,Delhi,Furnished,Bachelors/Family,2,Contact Owner,44.44,52090.91
2022-06-30,1,13000,40,3,4,Carpet Area,Shalimar bagh,Delhi,Furnished,Bachelors/Family,1,Contact Agent,325.0,30750.0
2022-06-17,1,5500,200,2,4,Carpet Area,Sultanpur,Delhi,Furnished,Bachelors,1,Contact Owner,27.5,8750.0
2022-06-30,2,28000,100,3,4,Carpet Area,Shalimar bagh,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent,280.0,30750.0
2022-06-30,1,12000,400,3,4,Carpet Area,Lajpat Nagar,Delhi,Unfurnished,Bachelors/Family,1,Contact Agent,30.0,22375.0
2022-06-30,1,16000,400,3,4,Carpet Area,Lajpat Nagar,Delhi,Furnished,Bachelors/Family,1,Contact Agent,40.0,22375.0
2022-06-08,2,30000,450,1,1,Carpet Area,Sethi floor nihal vihar,Delhi,Furnished,Bachelors/Family,1,Contact Owner,66.67,30000.0
2022-06-05,3,33500,150,3,4,Carpet Area,Paschim Vihar Block A3,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,223.33,28249.5
2022-06-17,1,9500,450,2,3,Carpet Area,Neb Sarai,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,21.11,9600.0
2022-06-30,1,20000,400,4,4,Carpet Area,Lajpat Nagar,Delhi,Furnished,Bachelors/Family,1,Contact Agent,50.0,22375.0
2022-06-16,3,55000,1450,1,4,Carpet Area,Vasant Kunj,Delhi,Furnished,Bachelors,2,Contact Agent,37.93,52090.91
2022-06-17,2,20000,1000,3,4,Carpet Area,Patparganj,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,20.0,22333.33
2022-06-24,2,16000,550,2,4,Carpet Area,Saket,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,29.09,32041.67
2022-06-24,1,9000,600,2,4,Carpet Area,Saket,Delhi,Semi-Furnished,Bachelors,1,Contact Agent,15.0,32041.67
2022-06-21,2,11500,550,3,4,Carpet Area,Mayur Vihar 1,Delhi,Unfurnished,Bachelors/Family,1,Contact Agent,20.91,14500.0
2022-06-25,3,110000,1750,4,5,Carpet Area,Safdarjung Enclave,Delhi,Semi-Furnished,Bachelors,4,Contact Agent,62.86,93571.43
2022-06-12,2,12100,700,4,4,Carpet Area,Shadipur,Delhi,Unfurnished,Bachelors,1,Contact Agent,17.29,14366.67
2022-06-25,1,11000,450,2,4,Carpet Area,Saket,Delhi,Semi-Furnished,Bachelors,1,Contact Agent,24.44,32041.67
2022-06-15,3,30000,1000,4,4,Carpet Area,Mayur Vihar Phase 1 Extension,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,30.0,23000.0
2022-06-16,1,10000,500,4,4,Carpet Area,Neb Sarai,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent,20.0,9600.0
2022-06-06,1,6000,50,4,4,Carpet Area,Mahavir Enclave Part 3,Delhi,Semi-Furnished,Bachelors,1,Contact Owner,120.0,6000.0
2022-06-12,3,42000,1450,3,4,Carpet Area,Vasant Kunj,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,28.97,52090.91
2022-06-08,1,17000,400,4,4,Carpet Area,Lajpat Nagar,Delhi,Furnished,Bachelors/Family,1,Contact Agent,42.5,22375.0
2022-06-21,1,17000,450,2,4,Carpet Area,"Paryavaran Complex, Sainik Farm",Delhi,Furnished,Bachelors/Family,1,Contact Agent,37.78,13666.67
2022-06-14,2,24500,84,2,4,Carpet Area,Paschim Vihar,Delhi,Furnished,Bachelors,2,Contact Agent,291.67,23450.0
2022-06-21,1,10000,200,2,2,Carpet Area,East Of Kailash,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,50.0,23125.0
2022-06-20,1,7000,200,2,4,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,1,Contact Agent,35.0,11423.08
2022-06-28,1,6000,350,2,4,Carpet Area,Laxmi Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent,17.14,10884.21
2022-06-29,2,16500,950,3,4,Carpet Area,"Indraprastha Extension, Patparganj",Delhi,Unfurnished,Bachelors,1,Contact Agent,17.37,12333.33
2022-06-04,3,52000,200,3,3,Carpet Area,South Extension 1,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,260.0,75666.67
2022-06-16,1,5000,300,2,3,Carpet Area,Ashok Nagar,Delhi,Furnished,Bachelors,1,Contact Owner,16.67,23166.67
2022-06-15,3,85000,325,2,3,Carpet Area,Defence Colony,Delhi,Unfurnished,Bachelors,3,Contact Agent,261.54,138750.0
2022-06-06,2,10500,500,3,3,Carpet Area,Laxmi Nagar,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent,21.0,10884.21
2022-05-28,3,65000,1550,2,3,Carpet Area,"Shivalik, Malviya Nagar",Delhi,Semi-Furnished,Bachelors,3,Contact Agent,41.94,76666.67
2022-05-12,2,11000,550,4,5,Carpet Area,New Ashok Nagar,Delhi,Unfurnished,Bachelors,2,Contact Agent,20.0,11000.0
2022-05-04,2,10000,450,4,4,Carpet Area,Pandav Nagar,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,22.22,12750.0
2022-05-14,1,16000,400,3,3,Carpet Area,Subhash Nagar,Delhi,Furnished,Bachelors,1,Contact Owner,40.0,17000.0
2022-05-13,2,40000,750,2,4,Carpet Area,New Rajendra Nagar,Delhi,Unfurnished,Bachelors/Family,2,Contact Agent,53.33,40000.0
2022-05-29,1,9000,500,2,4,Carpet Area,Neb Sarai,Delhi,Semi-Furnished,Bachelors,1,Contact Agent,18.0,9600.0
2022-05-18,1,20000,75,3,4,Carpet Area,Malviya Nagar,Delhi,Unfurnished,Bachelors/Family,1,Contact Agent,266.67,33500.0
2022-05-18,1,12000,350,4,5,Carpet Area,Chhattarpur,Delhi,Semi-Furnished,Bachelors,1,Contact Agent,34.29,14892.86
2022-05-18,2,16000,650,3,4,Carpet Area,Chhattarpur,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent,24.62,14892.86
2022-05-04,2,29000,100,2,3,Carpet Area,South,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,290.0,29000.0
2022-05-23,3,27000,2000,2,3,Carpet Area,"Kohinoor Apartment, Kalkaji Extention",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,13.5,27000.0
2022-05-09,2,18000,600,2,4,Carpet Area,"Arjun Nagar, Safdarjung Enclave",Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,30.0,20700.0
2022-05-18,2,38000,150,1,4,Carpet Area,Malviya Nagar,Delhi,Unfurnished,Bachelors/Family,2,Contact Agent,253.33,33500.0
2022-05-04,2,16000,650,4,4,Carpet Area,Freedom Fighters Enclave,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,24.62,17250.0
2022-05-24,2,22000,800,3,3,Carpet Area,"Arjun Nagar, Safdarjung Enclave",Delhi,Unfurnished,Bachelors/Family,3,Contact Agent,27.5,20700.0
2022-05-19,2,22000,1040,2,2,Carpet Area,"Janak Park, Hari Nagar",Delhi,Semi-Furnished,Bachelors,3,Contact Owner,21.15,22000.0
2022-05-18,1,5000,25,3,5,Carpet Area,Ganga Vihar,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,200.0,5000.0
2022-05-06,3,40000,1650,2,3,Carpet Area,Dakshini Pitampura,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,24.24,37500.0
2022-05-29,1,6000,400,1,5,Carpet Area,"Raghubir Nagar, Tagore Garden Extension",Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,15.0,6000.0
2022-05-18,1,13000,400,1,4,Carpet Area,Chhattarpur Enclave,Delhi,Semi-Furnished,Bachelors,1,Contact Agent,32.5,17550.0
2022-05-12,2,9000,450,3,4,Carpet Area,Laxmi Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent,20.0,10884.21
2022-05-13,2,10000,450,2,4,Carpet Area,Laxmi Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent,22.22,10884.21
2022-05-27,3,17000,800,3,4,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,2,Contact Agent,21.25,11423.08
2022-05-04,2,27000,900,4,5,Carpet Area,RWA triveni residents,Delhi,Furnished,Bachelors/Family,2,Contact Owner,30.0,27000.0
2022-05-21,2,14000,615,3,4,Carpet Area,Laxmi Nagar,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,22.76,10884.21
2022-05-14,3,15000,800,3,4,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,2,Contact Agent,18.75,11423.08
2022-05-21,2,20000,1000,3,3,Carpet Area,Krishna Nagar Block D,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,20.0,20000.0
2022-05-12,2,15000,650,1,3,Carpet Area,"Fateh Nagar, Janakpuri",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,23.08,15000.0
2022-05-14,2,28500,900,1,4,Carpet Area,Paschim Vihar,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent,31.67,23450.0
2022-05-27,3,45000,1500,2,12,Carpet Area,"The Shabad Apartment, Dwarka Sector 13",Delhi,Unfurnished,Bachelors,3,Contact Owner,30.0,45000.0
2022-05-19,3,52000,1700,1,2,Carpet Area,Vasant Kunj,Delhi,Semi-Furnished,Bachelors,3,Contact Agent,30.59,52090.91
2022-05-18,3,45000,200,2,4,Carpet Area,Paschim Vihar Block B1,Delhi,Semi-Furnished,Bachelors,3,Contact Agent,225.0,45000.0
2022-05-23,1,8000,200,3,4,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,1,Contact Agent,40.0,11423.08
2022-05-27,1,8000,200,3,4,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,1,Contact Agent,40.0,11423.08
2022-05-18,2,9500,450,4,4,Carpet Area,Laxmi Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent,21.11,10884.21
2022-05-27,2,12000,400,2,4,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,1,Contact Agent,30.0,11423.08
2022-05-23,1,13000,512,2,3,Carpet Area,Patel Nagar West,Delhi,Furnished,Bachelors/Family,1,Contact Agent,25.39,14300.33
2022-05-24,2,18000,730,3,3,Carpet Area,"Arjun Nagar, Safdarjung Enclave",Delhi,Unfurnished,Bachelors/Family,2,Contact Agent,24.66,20700.0
2022-05-07,2,25000,160,3,4,Carpet Area,Dr Mukherjee Nagar West,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,156.25,25000.0
2022-05-23,3,20500,1050,4,4,Carpet Area,Laxmi Nagar,Delhi,Furnished,Bachelors/Family,2,Contact Agent,19.52,10884.21
2022-05-14,1,16000,499,3,3,Carpet Area,Chittaranjan Park Block K,Delhi,Semi-Furnished,Family,1,Contact Owner,32.06,16000.0
2022-05-17,1,8500,450,4,4,Carpet Area,Sarita Vihar Pocket M,Delhi,Unfurnished,Bachelors,1,Contact Agent,18.89,8500.0
2022-05-29,1,15000,497,4,4,Carpet Area,Lajpat Nagar 4,Delhi,Unfurnished,Bachelors/Family,1,Contact Agent,30.18,15187.5
2022-05-22,5,190000,200,2,3,Carpet Area,"Safdarjung Development Area, Hauz Khas",Delhi,Unfurnished,Bachelors,5,Contact Agent,950.0,190000.0
2022-05-27,2,17000,800,3,4,Carpet Area,Rohini Sector 24,Delhi,Unfurnished,Bachelors/Family,2,Contact Agent,21.25,21666.67
2022-05-26,4,37000,2700,3,3,Carpet Area,"AGCR Enclave, Anand Vihar",Delhi,Semi-Furnished,Bachelors/Family,4,Contact Agent,13.7,36000.0
2022-05-26,3,35000,1800,4,5,Carpet Area,Surajmal Vihar,Delhi,Semi-Furnished,Bachelors,3,Contact Agent,19.44,31500.0
2022-05-26,4,42000,2700,3,4,Carpet Area,"Pushpanjali, Anand Vihar",Delhi,Semi-Furnished,Bachelors,4,Contact Agent,15.56,42000.0
2022-05-26,3,37000,1800,2,4,Carpet Area,Preet Vihar,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,20.56,38500.0
2022-05-14,3,55000,1800,2,3,Carpet Area,Malviya Nagar,Delhi,Unfurnished,Bachelors/Family,3,Contact Agent,30.56,33500.0
2022-05-23,3,20500,1150,4,4,Carpet Area,Laxmi Nagar,Delhi,Unfurnished,Bachelors/Family,2,Contact Agent,17.83,10884.21
2022-05-31,4,28000,1400,3,4,Carpet Area,Rohini Sector 24,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent,20.0,21666.67
2022-05-27,2,13000,400,1,4,Carpet Area,Rohini Sector 24,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent,32.5,21666.67
2022-05-05,1,13000,180,2,3,Carpet Area,Lajpat Nagar 1,Delhi,Unfurnished,Bachelors,1,Contact Owner,72.22,30000.0
2022-05-27,3,70000,1800,3,4,Carpet Area,Saket,Delhi,Semi-Furnished,Bachelors,3,Contact Agent,38.89,32041.67
2022-05-27,3,50000,1600,3,4,Carpet Area,Vasant Kunj Sector C,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,31.25,50000.0
2022-05-16,1,20000,650,2,4,Carpet Area,Mayur Vihar 1,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent,30.77,14500.0
2022-05-09,2,14000,585,3,4,Carpet Area,Pandav Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,23.93,12750.0
2022-05-11,3,65000,1600,1,4,Carpet Area,East Of Kailash,Delhi,Furnished,Bachelors/Family,2,Contact Agent,40.62,23125.0
2022-05-14,1,7500,200,3,4,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,1,Contact Agent,37.5,11423.08
2022-05-28,1,7500,150,4,5,Carpet Area,"New Mahavir Nagar, Tilak Nagar",Delhi,Furnished,Bachelors/Family,1,Contact Owner,50.0,7500.0
2022-05-08,2,18000,750,4,5,Carpet Area,Mahavir Enclave Part 1,Delhi,Unfurnished,Bachelors,2,Contact Owner,24.0,10166.67
2022-05-14,3,47000,1550,1,3,Carpet Area,Vasant Kunj,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent,30.32,52090.91
2022-05-14,2,13500,550,3,4,Carpet Area,"Laxmi Nagar District Centre, Laxmi Nagar",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent,24.55,13500.0
2022-05-24,3,44300,200,2,4,Carpet Area,Paschim Vihar,Delhi,Semi-Furnished,Bachelors,3,Contact Agent,221.5,23450.0
2022-05-30,2,40000,1800,1,3,Carpet Area,Saket,Delhi,Furnished,Bachelors,2,Contact Agent,22.22,32041.67
2022-05-16,4,200000,2700,1,3,Carpet Area,Greater Kailash 1,Delhi,Unfurnished,Bachelors,4,Contact Agent,74.07,147500.0
2022-05-27,1,16000,400,4,4,Carpet Area,Lajpat Nagar 4,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent,40.0,15187.5
2022-05-27,2,6500,75,1,2,Carpet Area,Najafgarh,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,86.67,6833.33
2022-05-19,2,20000,900,3,4,Carpet Area,Malviya Nagar,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,22.22,33500.0
2022-05-31,1,13000,550,3,4,Carpet Area,Pitampura,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,23.64,27562.5
2022-05-27,1,20000,400,4,4,Carpet Area,Lajpat Nagar 4,Delhi,Furnished,Bachelors/Family,1,Contact Agent,50.0,15187.5
2022-05-23,4,150000,2600,2,3,Carpet Area,Vasant Vihar,Delhi,Semi-Furnished,Bachelors/Family,4,Contact Owner,57.69,150000.0
2022-05-14,3,25000,1500,6,10,Carpet Area,"DJA Apartments, Dwarka Sector 13",Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,16.67,25000.0
2022-05-18,1,8500,550,3,3,Carpet Area,Chhattarpur Enclave,Delhi,Unfurnished,Bachelors,1,Contact Agent,15.45,17550.0
2022-05-18,1,8000,450,1,4,Carpet Area,Chhattarpur Enclave,Delhi,Unfurnished,Bachelors,1,Contact Agent,17.78,17550.0
2022-05-18,2,12000,650,3,4,Carpet Area,Chhattarpur Enclave,Delhi,Unfurnished,Bachelors/Family,1,Contact Agent,18.46,17550.0
2022-05-18,2,13000,550,2,4,Carpet Area,Chhattarpur Enclave,Delhi,Unfurnished,Bachelors,2,Contact Agent,23.64,17550.0
2022-05-21,2,22000,84,1,4,Carpet Area,Paschim Vihar,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,261.9,23450.0
2022-05-21,4,250000,2800,3,3,Carpet Area,Safdarjung Enclave,Delhi,Unfurnished,Bachelors/Family,4,Contact Owner,89.29,93571.43
2022-05-14,2,13000,400,3,4,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,1,Contact Agent,32.5,11423.08
2022-05-21,3,95000,1300,2,4,Carpet Area,South Extension 1,Delhi,Furnished,Bachelors,3,Contact Agent,73.08,75666.67
2022-05-18,3,24000,1250,3,4,Carpet Area,Chhattarpur Enclave,Delhi,Unfurnished,Bachelors,2,Contact Agent,19.2,17550.0
2022-05-18,3,27000,1250,4,4,Carpet Area,Chhattarpur Enclave,Delhi,Unfurnished,Bachelors/Family,3,Contact Agent,21.6,17550.0
2022-05-18,2,17000,650,3,4,Carpet Area,Chhattarpur Enclave,Delhi,Unfurnished,Bachelors/Family,2,Contact Agent,26.15,17550.0
2022-05-18,3,16500,1250,3,4,Carpet Area,Chattarpur Extension,Delhi,Unfurnished,Bachelors,2,Contact Agent,13.2,12500.0
2022-05-24,4,100000,400,1,4,Carpet Area,Sarvodaya Enclave,Delhi,Unfurnished,Bachelors/Family,4,Contact Agent,250.0,78750.0
2022-05-30,2,20000,950,3,3,Carpet Area,"Geeta Colony PRWS Block 3 And 7, Rajgarh Colony",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,21.05,20000.0
2022-05-18,3,25000,1400,4,4,Carpet Area,Palam Extension,Delhi,Unfurnished,Family,3,Contact Agent,17.86,25000.0
2022-05-23,1,18000,450,1,3,Carpet Area,"DDA Flat AD Block, Shalimar Bagh AD Block",Delhi,Furnished,Bachelors/Family,1,Contact Owner,40.0,18000.0
